Epoch,Train Loss,Validation Loss,Accuracy
1,0.33965261734525365,0.3524049148162206,0.9015833333333333
2,0.2756347711781661,0.29178617107868193,0.91825
3,0.23908118375142415,0.25924556962649026,0.92775
4,0.2195623244245847,0.23987792372703554,0.9318333333333333
5,0.1882505773603916,0.21472628764311472,0.9406666666666667
6,0.17449372627586127,0.19794207179546355,0.9445833333333333
7,0.15375729158520698,0.18116559759775797,0.95025
8,0.13886963491638502,0.1681245502034823,0.9525833333333333
9,0.12938517934828997,0.16033420167366663,0.95375
10,0.12052429523319005,0.15199795428911844,0.9564166666666667
11,0.1119103854422768,0.14488203213612239,0.9584166666666667
12,0.1011892523119847,0.13424413613478342,0.9616666666666667
13,0.09248164144406716,0.12542054708798728,0.9644166666666667
14,0.09027759515990813,0.12602663485209148,0.9636666666666667
15,0.08041618653262655,0.1172298087378343,0.9671666666666666
16,0.07697771387423079,0.11342676990230878,0.9664166666666667
17,0.07540348629715542,0.11357837240894636,0.9656666666666667
18,0.06711308084925016,0.1056941940188408,0.9690833333333333
19,0.061924843562146024,0.10105707444747289,0.9695833333333334
20,0.05881189177930355,0.09923288666208585,0.9708333333333333
21,0.05499872577625017,0.09491100997726122,0.97225
22,0.053012250626459714,0.09521366292238236,0.9709166666666667
23,0.04852445837172369,0.09246828581392764,0.97225
24,0.04706820792456468,0.09081244239707788,0.97275
25,0.04415653565463921,0.0913805016130209,0.97175
26,0.04273934460928043,0.08862491289774577,0.9735833333333334
27,0.040469823033859334,0.08709137865900993,0.97425
28,0.03672252726679047,0.0854056744898359,0.9745833333333334
29,0.03563507528478901,0.08471698697656393,0.9745833333333334
30,0.0324179794943581,0.08144168457885584,0.976
31,0.03148198046286901,0.0813274050404628,0.97675
32,0.029103478198871015,0.07944025482734045,0.9765
33,0.028083391152322293,0.07922975468883912,0.9765833333333334
34,0.026818058046201864,0.0776945086568594,0.97675
35,0.025718108161042134,0.07794693962236246,0.978
36,0.0248089043200016,0.07813523422429959,0.9775
37,0.024302410277538003,0.07978016310930253,0.9764166666666667
38,0.024347343037215374,0.07991220614065726,0.9770833333333333
39,0.020744257821701466,0.07628699618081251,0.9775833333333334
40,0.020365179356187584,0.07542941996455192,0.97825
41,0.01937389095655332,0.07492902983228365,0.9780833333333333
42,0.018833492255148788,0.07531985232730706,0.9771666666666666
43,0.017721707241920133,0.07536566462616126,0.978
44,0.01792017100347827,0.07539169637362163,0.9764166666666667
45,0.0160155161616082,0.07470625899732113,0.97725
46,0.015147449693021675,0.07417698493848245,0.978
47,0.01482615387858823,0.07308985110123953,0.978
48,0.014677326681713263,0.07514479649315278,0.9775833333333334
49,0.014335569919242213,0.07578468965490659,0.977
50,0.012835688726976513,0.07240282556414604,0.97875
51,0.012233171904614816,0.07159019019082188,0.978
52,0.012355644129216671,0.07440714487309256,0.9785833333333334
53,0.011621061561008294,0.07392873973647754,0.9789166666666667
54,0.010899119687111427,0.07186792213966449,0.9789166666666667
55,0.01094117610823984,0.0711914306047062,0.9791666666666666
56,0.010769028177950531,0.07245645263046026,0.9781666666666666
57,0.009727830010155836,0.07159807962055008,0.9796666666666667
58,0.009390535372309387,0.0706652732975781,0.97925
59,0.009391823153477162,0.07316020271802942,0.9785
60,0.009056010129706313,0.07144382505988081,0.9783333333333334
61,0.008866731587952623,0.07203590419888496,0.9793333333333333
62,0.008767942226336648,0.07092745677257578,0.9790833333333333
63,0.008287667971570045,0.07140613146871329,0.98025
64,0.007954990239891534,0.07090431409329176,0.9791666666666666
65,0.007588575023847322,0.07060758344829082,0.9798333333333333
66,0.007455470436563094,0.07089377367744844,0.9788333333333333
67,0.0077718874849379066,0.07180117910479505,0.9795833333333334
68,0.007205482105724513,0.0720623954795301,0.9796666666666667
69,0.007009808313256751,0.07205245562766989,0.9788333333333333
70,0.0069782248257348935,0.07087054489552974,0.9784166666666667
71,0.006702484669319044,0.07199142959155143,0.9789166666666667
72,0.006432571239769458,0.0702512446741263,0.9785
73,0.006463034610419223,0.07301300959289074,0.9794166666666667
74,0.006211056865596523,0.07069607264424364,0.9799166666666667
75,0.005902878784496958,0.07119096028494339,0.9789166666666667
76,0.006041006312783186,0.07202288131105403,0.97875
77,0.005721253982745111,0.07173877162858844,0.9793333333333333
78,0.005666084199600543,0.07182394822190205,0.9785
79,0.0054035560447567455,0.07131134625338018,0.9790833333333333
80,0.005225537695611517,0.07114050245533386,0.9793333333333333
81,0.0052693176539614795,0.07098546901283165,0.9785
82,0.0049830393352701015,0.07136392106798788,0.97975
83,0.005184270679407443,0.07255280572858949,0.9786666666666667
84,0.004897887652895103,0.07128801213018596,0.9796666666666667
85,0.004943521170644089,0.0725106966731449,0.979
86,0.00463832482501554,0.0708719205626597,0.9795
87,0.004618347450935592,0.0710731691904366,0.9789166666666667
88,0.004500614726993566,0.07088733343717953,0.979
89,0.004417079798178747,0.07103707880775134,0.979
90,0.00441256559221074,0.07153687295193474,0.9799166666666667
91,0.004315750468173065,0.07152047779100637,0.9794166666666667
92,0.004334631154313684,0.07214121208215753,0.9783333333333334
93,0.004098759463367363,0.07088187333072225,0.9800833333333333
94,0.004243703499746819,0.07090997986992201,0.97925
95,0.003946042828067826,0.07098527466629942,0.97925
96,0.003902608275723954,0.07091745131462812,0.979
97,0.0039780904307651025,0.07137621547964712,0.97925
98,0.0037932899358759944,0.07150622188486158,0.9799166666666667
99,0.0037892517205133725,0.07110419945543012,0.98
100,0.0037556584964816768,0.07143460469009975,0.9791666666666666
