Epoch,Train Loss,Validation Loss,Accuracy
1,0.21858805732925732,0.24043090275923412,0.9231666666666667
2,0.1311352475533883,0.1512862987369299,0.95375
3,0.08473688023475309,0.11554447188973427,0.9651666666666666
4,0.07193794907691578,0.10192626739044984,0.9699166666666666
5,0.055565378246673694,0.0926356175939242,0.972
6,0.061992174337618056,0.11004280995080869,0.96725
7,0.038515883885401614,0.0870645948300759,0.97425
8,0.056162785306728136,0.11371017871548732,0.9665
9,0.030868703030670682,0.08503669901564717,0.97475
10,0.028501584134995938,0.08655925632764895,0.9738333333333333
11,0.026028678191670526,0.08759610956038037,0.9748333333333333
12,0.01589430128845076,0.07804714215298493,0.9788333333333333
13,0.029301777047493184,0.09223167643199365,0.9759166666666667
14,0.013546196054997078,0.08143672401644289,0.979
15,0.016120848637617504,0.10012463355374833,0.9769166666666667
16,0.011225919791225654,0.0855446114304165,0.9783333333333334
17,0.00522452983026839,0.08024563967467596,0.9819166666666667
18,0.011233946333872154,0.09176424399018288,0.978
19,0.005894451502599016,0.08028752214818571,0.981
20,0.010683526641577677,0.10733009439287708,0.9786666666666667
21,0.008412554901435214,0.08951130054479775,0.9799166666666667
22,0.0035478975815882827,0.08930202950781677,0.98075
23,0.010744901662633007,0.10385455843843132,0.9779166666666667
24,0.0011726374807543229,0.08127420545212226,0.9839166666666667
25,0.004517279893994479,0.09607297095578785,0.9799166666666667
26,0.009414425035235279,0.10525312031634773,0.9788333333333333
27,0.0016963708319253782,0.08647734832100104,0.9831666666666666
28,0.003743510151914658,0.09611848148563877,0.98
29,0.005639896706054666,0.10332530891600375,0.9775833333333334
30,0.004339381816319777,0.09867937797183791,0.98
31,0.00701671404560299,0.10439193610967293,0.9798333333333333
32,0.006002987464312658,0.10742364265513607,0.9789166666666667
33,0.0012195986546081864,0.09180612903672349,0.9830833333333333
34,0.0012944012127785148,0.09466952026200791,0.9821666666666666
35,0.00035880605065115865,0.09229176478270286,0.9830833333333333
36,9.111760826817772e-05,0.09232016329802961,0.9835
37,8.505558365645053e-05,0.09419722055522046,0.98375
38,6.518349035726108e-05,0.09317887368652251,0.98425
39,5.7676753894080926e-05,0.09451288036128487,0.9845
40,5.301228792551645e-05,0.09518379682534821,0.9845
41,4.940827917293215e-05,0.09547294727172993,0.9844166666666667
42,4.564425964645124e-05,0.09604658469556793,0.9846666666666667
43,4.3115749089613096e-05,0.09672958671002077,0.9844166666666667
44,4.044949459522703e-05,0.09698500867604162,0.9845833333333334
45,3.859191230299075e-05,0.09717945424048716,0.9845833333333334
46,3.6733588510178567e-05,0.09772924096620894,0.9845833333333334
47,3.519395427206007e-05,0.09809552490117009,0.9845833333333334
48,3.374016010407388e-05,0.09840052397531206,0.9845833333333334
49,3.2566345944142466e-05,0.09861565379716195,0.9845833333333334
50,3.17781394783907e-05,0.0989004874049909,0.9846666666666667
51,3.0297148929700293e-05,0.09922674004597017,0.9845833333333334
52,2.940161671456091e-05,0.09952314792706117,0.9846666666666667
53,2.8472460712632616e-05,0.09979413515090467,0.9845833333333334
54,2.7605921038912128e-05,0.10022619476250597,0.9845833333333334
55,2.6746407449365962e-05,0.10035013350339189,0.9845
56,2.6212502647287768e-05,0.10077131373410278,0.9845
57,2.545773036114459e-05,0.10107016869593159,0.9845
58,2.4739037956400977e-05,0.10118326857705931,0.9846666666666667
59,2.4101528468804645e-05,0.10122787961244224,0.9845
60,2.352505155828514e-05,0.10145024806197762,0.9846666666666667
61,2.302605451278339e-05,0.10180613857359519,0.9845833333333334
62,2.2628853105743475e-05,0.102118460191763,0.9844166666666667
63,2.2084640256740804e-05,0.10227203613769961,0.9845
64,2.1574610435446098e-05,0.10221696788275343,0.9845
65,2.1120006808975707e-05,0.1024019844728294,0.9845
66,2.06915515998863e-05,0.10251567027311831,0.9845833333333334
67,2.0258112149377894e-05,0.10283371916982773,0.9845
68,1.9937549813685488e-05,0.10281017499943725,0.9845
69,1.9517072723099698e-05,0.10317085610224118,0.9845833333333334
70,1.9176876097603214e-05,0.10332128456545495,0.9845833333333334
71,1.8820208994488514e-05,0.10342887375799789,0.9845833333333334
72,1.851755022157834e-05,0.10358906399626236,0.9845833333333334
73,1.819159812335632e-05,0.10366782417317881,0.9845
74,1.7875382789801126e-05,0.10392674422029086,0.9845
75,1.7581629536825478e-05,0.10395897435791146,0.9845
76,1.730672677092926e-05,0.1041205595641186,0.9844166666666667
77,1.703458040497215e-05,0.10422799575633811,0.9845833333333334
78,1.6789169810966935e-05,0.10431326553288212,0.9845
79,1.652809760264044e-05,0.10460633234662722,0.9845
80,1.6286900857314397e-05,0.10471400390964603,0.9845
81,1.607889749839808e-05,0.10486037830274048,0.9845
82,1.5814707658080353e-05,0.10493097123437958,0.9845833333333334
83,1.5588368092466e-05,0.10502585808373018,0.9845833333333334
84,1.5431512909960552e-05,0.10510727160194801,0.9845
85,1.5173911952312362e-05,0.10527255507190784,0.9845833333333334
86,1.4993100935100756e-05,0.10549095609883444,0.9845833333333334
87,1.4791497661159762e-05,0.10567653466531556,0.9845
88,1.4599010162181496e-05,0.10573111484727997,0.9845833333333334
89,1.441559626342818e-05,0.1058400577793218,0.9845
90,1.4219760240697117e-05,0.10594064122489727,0.9845
91,1.4055636632141007e-05,0.10608175563909147,0.9845
92,1.3888278778447709e-05,0.10606643876277182,0.9845
93,1.3739741872218048e-05,0.10606132964895369,0.9845
94,1.3556349782241739e-05,0.10629598221750833,0.9845
95,1.3386727869350541e-05,0.1064152664080951,0.9845
96,1.3265311402022916e-05,0.10663371694716989,0.9845
97,1.3089862532420209e-05,0.10670162706365105,0.9845
98,1.2944110650058367e-05,0.10672169765703803,0.9845
99,1.2820702424538884e-05,0.10694135875771826,0.9845833333333334
100,1.2665033366811684e-05,0.10694429960729879,0.9845833333333334
