Epoch,Train Loss,Validation Loss,Accuracy
1,0.5189162130753199,0.5187822960217794,0.8496666666666667
2,0.3778917313416799,0.3762454957962036,0.893
3,0.3290944085518519,0.3269830335378647,0.9056666666666666
4,0.2954459714790185,0.29607306488355,0.9140833333333334
5,0.27539275225996973,0.27824032402038573,0.91775
6,0.258851292292277,0.2627752179702123,0.9225833333333333
7,0.2424863397081693,0.24542250716686248,0.92825
8,0.2267472427735726,0.23346682931979498,0.9315833333333333
9,0.21455327150722345,0.22379055893421174,0.9351666666666667
10,0.20235816189150016,0.21110356813669204,0.9385833333333333
11,0.19184570469458898,0.203698139945666,0.9391666666666667
12,0.1799076410581668,0.1905305892030398,0.94575
13,0.17362552430232367,0.18728056242068608,0.9434166666666667
14,0.16268269462386767,0.17680863666534424,0.9481666666666667
15,0.1545255231509606,0.17008744964996975,0.951
16,0.14913962267090877,0.16470312654972077,0.9529166666666666
17,0.14249816103527943,0.16066904465357462,0.9535
18,0.13270900999506316,0.15193609464168548,0.9549166666666666
19,0.12812416640544932,0.14818607690930366,0.95675
20,0.12265489276498556,0.14289825496077538,0.9593333333333334
21,0.12059058895458778,0.1421837448676427,0.95825
22,0.11763886544108391,0.14191501404841741,0.95775
23,0.10893441195289294,0.13435837252934774,0.96
24,0.10734962061295907,0.13272941624124845,0.9626666666666667
25,0.10393471030394236,0.12992154788970947,0.9628333333333333
26,0.09972307769581676,0.127775426308314,0.9618333333333333
27,0.09555877793083588,0.12510559392968815,0.9625833333333333
28,0.08914058535794417,0.11960157525539399,0.965
29,0.08859783099964261,0.11967810981472334,0.9646666666666667
30,0.08547446264947454,0.11853109615047773,0.9651666666666666
31,0.08563820528859893,0.11948520757754644,0.9649166666666666
32,0.07947985291667282,0.11387076313296954,0.9643333333333334
33,0.07578119881947835,0.11026631089051564,0.9675
34,0.07466284476282696,0.11113947376112143,0.9660833333333333
35,0.07218673200532794,0.10964028291404247,0.9674166666666667
36,0.07090685547267397,0.11041170246402422,0.9670833333333333
37,0.06972208905344209,0.1092387327849865,0.967
38,0.06551868748478591,0.10660185824831327,0.96875
39,0.06682715288798015,0.10877573132018248,0.9676666666666667
40,0.06492341216250012,0.10704347449541092,0.96875
41,0.06430085839206974,0.10667486248413721,0.96925
42,0.05733413888079425,0.10196795134246349,0.96925
43,0.06126532468448083,0.10747386676073074,0.9683333333333334
44,0.05606865199034413,0.10245495848854383,0.9695
45,0.05425322809567054,0.10168398757775625,0.969
46,0.056279613567826646,0.10550512203077475,0.96925
47,0.05158531010212997,0.10099626682698727,0.9703333333333334
48,0.051747688266448676,0.10216269773741563,0.96875
49,0.049428305020555854,0.10220630033810933,0.9688333333333333
50,0.04594030549439291,0.09714952292044958,0.9705833333333334
51,0.04568077971165379,0.09989202385644118,0.9701666666666666
52,0.0486280557649831,0.1028195675611496,0.97025
53,0.04618241860841711,0.10251487362633149,0.9701666666666666
54,0.04158876671921462,0.09735791401565075,0.971
55,0.040966013702408724,0.09879601709544658,0.9701666666666666
56,0.041566033750462035,0.09995431866496801,0.97025
57,0.039120834556408225,0.09760390233993531,0.9713333333333334
58,0.037858270200279855,0.09689168206353982,0.9708333333333333
59,0.03622206326791396,0.09611628104249637,0.9716666666666667
60,0.03658194079964111,0.09893926230818033,0.97025
61,0.03687131505801032,0.10030917212118705,0.9705
62,0.034936443083919584,0.09552098526308934,0.97125
63,0.03228993389972796,0.09630041098346313,0.9714166666666667
64,0.03806617287484308,0.10284803917010625,0.969
65,0.03179253572691232,0.09666760107378165,0.9711666666666666
66,0.030442098252940922,0.09682050808519126,0.9719166666666667
67,0.0299886613873144,0.09634728982547919,0.97175
68,0.029767106014148642,0.09811925792569916,0.9714166666666667
69,0.030013762805145235,0.09860759595533213,0.972
70,0.029652674237266183,0.09963833095133305,0.9700833333333333
71,0.02836604115894685,0.09622651950269938,0.9719166666666667
72,0.026555172756469497,0.09736575691774488,0.9719166666666667
73,0.028564261365371445,0.10232004562392831,0.9704166666666667
74,0.02434103046838815,0.09639396931106846,0.97125
75,0.02524541276336337,0.09788210086276133,0.9715833333333334
76,0.02352225660843154,0.09720197987059752,0.9723333333333334
77,0.024396719987193744,0.0987913118439416,0.9716666666666667
78,0.02571741210684801,0.1002649191369613,0.97125
79,0.023301214137425027,0.09836915348470211,0.9715833333333334
80,0.02339478134084493,0.09976421289891005,0.9715833333333334
81,0.02299457232421264,0.10232194015880426,0.9710833333333333
82,0.02223086203743393,0.1008600941648086,0.971
83,0.020014863295946272,0.09859668048471212,0.9713333333333334
84,0.0207625188229916,0.10033501581723492,0.971
85,0.020434866873392216,0.10162398799695074,0.9715833333333334
86,0.023992657070203375,0.105428696932892,0.9703333333333334
87,0.01813921717344783,0.09970552522254487,0.9715833333333334
88,0.018350060492986812,0.10135686372034251,0.97175
89,0.017174305690530068,0.10036247963396211,0.97175
90,0.0183899478802147,0.10111342449734609,0.9718333333333333
91,0.016408090126079817,0.0998533199466765,0.97125
92,0.017808735506997134,0.10111601496612033,0.97175
93,0.01738214064723191,0.10274172296375036,0.971
94,0.014648175653380653,0.09963418629641334,0.9718333333333333
95,0.014692746424426636,0.10095937243724863,0.97125
96,0.01442051314515993,0.10109723700458804,0.97175
97,0.016245313095704962,0.10453466823076209,0.9705
98,0.01414945140457712,0.10150794602309664,0.9711666666666666
99,0.014435577646053086,0.10270073050136368,0.9715
100,0.01422973858565092,0.10432966568134724,0.9718333333333333
